Gilty!;;;Виновен!
Mine some Gilded Blackstone from a Bastion Remnant;;;Добудьте золочёный чернит в развалинах бастиона
This One’s Mine!;;;Это мой!
Kill a Zombified Piglin that is riding a Strider and take its steed;;;Отберите лавомерку у зомбифицированного пинглина, убив его
Get a Lode Of This!;;;Вы только посмотрите на это!
Craft a Lodestone using Chiseled Stone Bricks and a Netherite Ingot;;;Создайте магнетит при помощи резных каменных кирпичей и незеритового слитка
The Tribal Snouts;;;Отвратительные твари
Kill a zombie pigman;;;Убейте зомби-пигмена
I'm in Lava With You;;;Лавовая страсть
Hit something while you and it are in lava;;;Ударьте кого-нибудь, находясь вместе с ним в лаве
Ludicrous Speed!;;;Невероятная скорость!
Achieve an absolutely insane speed by combining the Speed II effect, Dolphin’s Grace, Depth Strider III, Soul Speed III and sprinting;;;Добейтесь безумной скорости, объединив эффекты Скорость II, Грация дельфина, Подводная ходьба III, Скорость душ III и бег
Glowstone Miner;;;Нужно больше света
Mine or craft a stack of glowstone blocks;;;Добудьте или создайте стак светокаменных блоков
Giant Floating Jellyfish;;;Гигантская летающая медуза
Shoot down a ghast;;;Убейте гаста
This Boat Has Legs;;;Ты неси по лаве меня
Ride a Strider with a Warped Fungus on a Stick;;;Прокатитесь на лавомерке, управляя ею с помощью удочки с искажённым грибом
A Knight to Nether Forget;;;Рыцарь забвения
Use a Smithing Table to upgrade your diamond armor to netherite armor;;;Используйте стол кузнеца, чтобы улучшить алмазную броню до незеритовой
Glows in the Dark;;;Подсветка
Shoot a mob with a spectral arrow;;;Выстрелите в моба спектральной стрелой
Time to Fire Back;;;Ответный удар
Craft a stack of fire charges;;;Создайте стак огненных зарядов
Hung, Drawn and Bartered;;;Венчание, рисование и бартер
Barter for every possible type of item with Piglins;;;Поторгуйтесь на все возможные виды товаров с Пиглином
Hot Tourist Destination;;;Горящий тур
Explore every Nether biome;;;Исследуйте все биомы Незера
Oh, Shiny!;;;Бранзулетка!
Distract Piglins with gold;;;Отвлеките пиглинов золотом
The Struggle Nether Ends;;;Конечная остановка Энда
Place one of every nether block in The End;;;Установите каждый вариант незерского блока в измерении Энд
Magma Cube Squisher;;;Убийца магмовых кубов
Collect a stack of magma cream;;;Соберите стак сгустков магмы
Bobbleheads;;;Болванчик
Breed two Striders using Warped Fungus;;;Размножьте двух лавомерок при помощи искажённого гриба
Master Netherite Miner;;;Шахтёр, не уважающий своё время
Mine enough Ancient Debris to make a stack of Netherite Ingots (don’t worry, mining a stack of Netherite Blocks is optional in this datapack, I’m not that evil…);;;Добудьте достаточно древних обломков, чтобы сделать стак слитков незерита (не волнуйтесь, добычи стака блоков незерита необязательна в этом пакете данных, я не такой злой…)
I am Root;;;Я есть Корень!
Pick up some crimson or warped roots;;;Подберите багровый или искажённый корень
Welcome to Warp Zone!;;;Зона деформации!
Craft every item made out of warped wood;;;Создайте каждый предмет из искажённых досок
Let Me Out!;;;Выпустите меня!
Stay in the Nether for twenty ingame days;;;Проведите в Незере двадцать игровых дней
We Got a Live One!;;;Один живой есть!
Bring a Piglin into the Overworld then spare it from an eternity of zombification;;;Приведите пиглина в обычный мир и избавьте его от дальнейшей зомбификации
A Soul For A Soul;;;Душа для души
Place down a Soul Campfire;;;Разместите костёр душ
A Terrible Fortress;;;Чертоги страха
Break your way into a Nether Fortress;;;Ворвитесь в незерскую крепость
Burnt Right Into Your Soul;;;Пронзило до глубины души
Get caught on Soul Fire;;;Попадите в огонь душ
Et tu, Brute?;;;Брутальная смерть
Get murdered by Piglin Brutes;;;Будьте убиты брутальным пиглином
The Descent;;;Спуск
Dig down into the deepest depths of the Nether;;;Проберитесь в самые нижние глубины Незера
High Temperature Fluid Monster;;;Горячий жидкий монстр
Kill a magma cube;;;Убейте магмовый куб
From Whence It Came!;;;Откуда это здесь?
Find a broken Nether Portal in the Nether;;;Найдите сломанный портал в Незере
Stepping on Legos;;;Наступая на Лего
Walk on some hot Magma Blocks in the Nether;;;Прогуляйтесь по горячим блокам магмы в Незере
Cultural Misunderstandings;;;Культурные недоразумения
Slay a Piglin in battle... or an accidental incursion;;;Убейте пиглина в битве… или во время случайного вторжения
Time to Upgrade!;;;Время обновления!
Find a Netherite Upgrade Smithing Template in a Bastion Remnant;;;Найдите шаблон кузнечного дела для улучшения незерита в остатках бастиона.
Fool Me Twice;;;Обманите меня дважды
Completely use up a netherite hoe. Clearly you have chosen... poorly;;;Полностью используйте незеритовую мотыгу. Очевидно, Ваш выбор был… необычен
Roadhog;;;Лихач
Hunt a Hoglin for food;;;Поохоттесь на хоглина ради еды
The End?;;;Конец?
Enter the End Portal;;;Прыгните в портал измерения Энд
Hot Spring;;;Горячий источник
Sit in water in the Nether;;;Сядьте в воду в Незере
Wub wub wub!;;;Туц-туц-туц!
Obtain the Pigstep music disc from a Bastion Remnant;;;Заполучите пластинку «Pigstep» в развалинах бастиона
Spreading Corruption;;;Распространение заражения
Place one of every nether block in the overworld;;;Установите каждый вариант незерского блока в обычном мире
Hot Reels!;;;Горячие барабаны!
Reel in a Strider using a Fishing Rod;;;Прокатитесь на лавамерке используя удочку с грибом
Eye Spy;;;Недреманное око
Follow an Ender Eye;;;Следуйте за оком Эндера
War Pigs;;;Было ваше — стало наше!
Loot a chest in a Bastion Remnant;;;Обыщите сундук в развалинах бастиона
Spooky Scary Skeleton;;;Бедный Йорик!
Obtain a wither skeleton's skull;;;Заполучите череп визер-скелета
Not Quite 'Nine' Lives;;;Ларец Кощея
Charge a Respawn Anchor to the maximum;;;Зарядите полностью якорь возрождения
Decaying Beauty;;;Иссушающая красота
Pick up some Wither Roses from the damage the Wither wrought on your world;;;Подберите несколько роз визера
Subspace Bubble;;;Кротовая нора
Use the Nether to travel 7km in the Overworld;;;Воспользуйтесь Незером, чтобы переместиться на 7км в обычном мире
Astrobrute;;;Жестокий астронавт
Send a Piglin Brute to the End and kill it there before it zombifies;;;Отправьте Брутального Пиглина в Энд и убейте эго до того, как он зомбифицируеться
Seeing Stars;;;Звёздная пыль
Mine some glowstone dust from the nether;;;Добудьте светокаменную пыль в Незере
Emerald Miner;;;Добытчик изумрудов
Mine a stack of raw emerald ore;;;Добудьте стак изумрудной руды
Master Gold Miner;;;Начало золотого века
Mine enough gold to make a stack of gold blocks;;;Добудьте достаточно золота и создайте стак золотых блоков
Cover Me With Diamonds;;;Осыпь меня алмазами
Diamond armor saves lives;;;Алмазная броня спасает жизни
Flint Miner;;;Кремневая прелесть
Mine a stack of flint;;;Добудьте стак кремня
Rock Bottom;;;Нижний предел
Dig down to the bottom of the world;;;Прокопайте ко дну мира
Rest in Pickaxes;;;Покойся с миром
Break your first diamond pickaxe;;;Сломайте свою первую алмазную кирку
Bling Bling Gone;;;Бац!.. Буц!.. Всё.
Completely use up a golden pickaxe, and then seriously reevaluate your life choices;;;Используйте золотую кирку, пока она не сломается, а затем подумайте над тем, что Вы сделали
Nananananananana...;;;На-на-на-на-на-на-на…
Accidentally hit a bat underground;;;Случайно ударьте летучую мышь
Coal Miner;;;Угледобытчик
Mine a stack of coal;;;Добудьте стак угля
Dripstone Drop;;;Мягкие наконечники (ну почти)
Survive a fall of at least 10 blocks onto some Pointed Dripstone;;;Выжить при падении, как минимум 10 блоков на какой-нибудь заостренный капельник
Seeing Red;;;Красное сияние
Mine some redstone from the deepest caves;;;Добудьте редстоун из самых глубоких пещер
Bonfire Night;;;Ночь костра
Light every flammable block on fire;;;Подожгите каждый легковоспламеняющийся блок
Even MOAR Tools;;;ЕЩЁ БОЛЬШЕ инструментов
Craft a full diamond tools set;;;Создайте полный комплект алмазных инструментов
Iron Man;;;Дресс-код
Wear a full suit of iron armor;;;Наденьте полный сет железной брони
Spelunker;;;Спелеолог
Discover every cave biome;;;Исследуйте каждый пещерный биом
DIAM- oh, wait, no.;;;АЛМА- ой, постой, нет, не он…
It's still useful for enchanting;;;Ну, он всё ещё пригоден для зачарований…
Copper Miner;;;Любитель меди
Mine a stack of Raw Copper;;;Добудьте стак необработанной меди
Enchanter;;;Заклинатель
Craft an enchanting table;;;Используйте 1 книгу, 4 обсидиана и 2 алмаза, чтобы собрать чародейский стол
Smokin' Hot;;;Копчение
Upgrade your furnace to a smoker using some logs;;;Улучшите свою печь до коптильни при помощи древесины
We've broken our last shovel;;;Мы сломали последнюю лопату
Break all six types of shovels;;;Сломайте все шесть видов лопат
Bulldozer;;;Бульдозер
Destroy a total of 10,000 blocks of stone;;;Уничтожить в общей сложности 10 000 каменных блоков.
Diamonds to you!;;;Алмазов тебе
Throw diamonds at another player or mob;;;Киньте алмазы в другого игрока или моба
Diamond Miner;;;Алмазная лихорадка
Mine a stack of diamonds. Good luck!;;;Добудьте стак алмазов. Удачи!
Not Chicken McNuggets?;;;Хм, это не куриные крылышки?
Craft or find iron nuggets;;;Создайте или найдите железные самородки
Deep Slate Nine;;;Глубокая сланцевая девятка
Mine deep enough that the stone darkens;;;Шахта достаточно глубокая, чтобы потемнел камень
Obsidian Miner;;;Грандиозные планы
Mine a stack of obsidian. (This might take a while...);;;Добудьте стак обсидиана. (это займёт некоторое время…)
9 to 5;;;от 9 до 5
Collect enough Disc Fragments to craft another producer of mysterious sounds;;;Соберите достаточное количество фрагментов диска, чтобы создать еще одного производителя таинственных звуков
Suit Up;;;Железный человек
Protect yourself with a piece of iron armor;;;Создайте вещь из комплекта железной брони
We Need to Go Deeper;;;Огненные недра
Build, light and enter a Nether Portal;;;Постройте, зажгите и войдите в портал измерения Незер
Gold Miner;;;Золотая лихорадка
Mine a stack of Raw Gold;;;Добудьте стак необработанной золотой руды
Pixel Perfect;;;Идеальный пиксель
Use a Spyglass to stare at a bat from at least 50 blocks away;;;Используйте подзорную трубу, чтобы посмотреть на летучую мышь с расстояния не менее 50 блоков
Aww it broke!;;;Упс… Сломался!
Break your first tool;;;Сломайте первый инструмент
Frigid Diversions;;;Морозные диверсии
Loot a chest inside an ice box in an Ancient City;;;Ограбьте сундук со льдом в Древнем городе
My work here is done;;;Моя работа здесь завершена
Get caught in a cave-in of gravel;;;Встаньте на обрушившийся гравий
This Dirt is Dirtier;;;Эта грязь еще грязнее
Dig through some Rooted Dirt beneath an Azalea Tree so you can find a Lush Cave;;;Покопайтесь в земле с корнями под деревом азалии и найдите пышную пещеру.
Where are all your clothes?;;;Где же вся одежда?
Break every type of armor piece in the game;;;Сломайте каждую часть брони в игре
Ice Bucket Challenge;;;Две стихии
Form and mine a block of Obsidian;;;Сформируйте и добудьте блок обсидиана
Blackout;;;Затемнение
Craft Tinted Glass using Glass and Amethyst Shards and use it to block out light;;;Создайте тонированное стекло из стекла и осколков аметиста, и используйте его, чтобы блокировать свет.
Diamonds!;;;Алмазы!
Acquire diamonds;;;Приобретите алмазы
Isn't It Iron Pick;;;И кирка без дела ржавеет
Upgrade your pickaxe;;;Обновите свою кирку
Lichen Subscribe;;;Подписывайтесь!
Use shears to obtain Glow Lichen from an underground cave;;;Используйте ножницы для получения светящегося лишайника в подземной пещеры
Bottom to Top;;;Сверху вниз
Place every cave block at the very top of the world;;;Разместите каждый пещерный блок на самой верхней части мира
Death Pointer;;;Указатель смерти
Using Echo Shards found in Ancient Cities, craft a Recovery Compass;;;Используя осколки эха, найденные в древних городах, для создания Компаса восстановления
Living Like Kings;;;Королевская жизнь
Make yourself shiny with golden armor;;;Заставьте себя сиять в золотом наряде
The Statue of Liberty;;;Статуя свободы
Obtain a fully oxidized Block of Copper;;;Заполучите полностью окисленный блок меди
Coppers and Robbers;;;Копы и грабители
Smelt a Copper Ingot;;;Выплавите медный слиток
Master Diamond Miner;;;Мечта шахтёра
Mine enough diamond to make a stack of diamond blocks;;;Добудьте достаточно алмазов и создайте стак алмазных блоков
Lush Hour;;;Пышный час
Obtain a stack of all lush-related blocks;;;Заполучите по стаку все блоков, связанных с пышностью
Amethyst Miner;;;Аметистовый охотник
Mine a stack of Amethyst Blocks, Amethyst Clusters, and every size of Amethyst Bud;;;Соберите по стаку блоков аметиста, кластеров аметиста и бутоны аметиста любого размера.
A Shiny Treat;;;Блестящее угощение
Eat some Glow Berries;;;Съешьте немного светящихся ягод
Hot Topic;;;Горячая штучка
Construct a furnace out of eight stone blocks;;;Создайте печку из восьми булыжника
Stabcraft;;;Опытный нубик
Do you like my sword sword;;;Тебе ведь нравится мой меч?
Called Shot;;;Точечный удар
Get struck by lightning while standing on a Lightning Rod;;;Получите удар молнии, стоя на громоотводе
Iggy;;;Игги
Obtain an Azalea;;;Заполучите азалию
Gold Mine!;;;Золотая шахта!
Find a mineshaft on the surface of a mesa biome;;;Найдите заброшенную шахту на поверхности столовых гор
Gold Rush;;;Мое золотце
Strike gold and smelt it into a gold ingot;;;Выплавьте золотой слиток
G.I. Geode;;;Жеода
Find an Amethyst Geode and mine an Amethyst Cluster;;;Найдите аметистовую жеоду и добудьте кластер аметиста.
Renewable Energy;;;Возобновляемая энергия
Smelt wood trunks using charcoal to make more charcoal;;;Переплавить древесину при помощи древесного угля для получения древесного угля
Acquire Hardware;;;Куй железо, пока горячо!
Smelt an iron ingot;;;Переплавьте в печи железную руду в железный слиток
Chestful of Cobblestone;;;Сундук с булыжником
Mine 1728 cobblestone, place it in a chest, then stand on it in victory;;;Добудьте 1728 булыжника, поместите его в сундук, а затем взберитесь на него с чувством победы
Moss Maker;;;Создатель мха
Use Bone Meal on Moss to spread its wonderful lushness across hard blocks of stone;;;Используйте костную муку на мхе, чтобы распространить его чудесную пышность на твердые каменные блоки
MOAR Tools;;;БОЛЬШЕ инструментов
Craft a stone pickaxe, axe, shovel and hoe;;;Создайте каменную кирку, топор, лопату и мотыгу
Mr. Bean;;;Мистор Бин
Mine and craft a stack of Raw Iron, Copper and Gold Blocks;;;Добудьте или создайте стак необработанных железных, медных и золотых блоков
Leaflet Drop;;;Естественное падение
Fall through a Big Dripleaf;;;Упадите с большого твёрдолиста
Echonomy;;;Эхономика
Collect a stack of Echo Shards;;;Соберите стак осколков Эхо
Iconic Merchandising Prop;;;Шахтёр мирового класса
Create a pickaxe of the highest calibre;;;Создайте кирку наивысшего разряда
Steals on Wheels;;;Воровство на колёсах
Loot a minecart chest from an Abandoned Mineshaft;;;Разграбьте вагонетку с сундуком в заброшенной шахте
Good For Your Bones;;;Хорошо для ваших костей
Mine some Calcite encasing an Amethyst Geode;;;Добудьте немного кальцита в оболочке аметистовой жеоды
Don’t Come a Copper!;;;Не подходи к меди!
Craft some Cut Copper;;;Сделайте немного резных блоков меди
Fossil Fuel;;;Окаменелое топливо
Coal! As in dead dinosaurs!;;;Уголь! И остатки мёртвых динозавров!
What's the time, Mr Wolf?;;;Сколько времени, мистер Волк?
Time to clean your clocks! (Or, craft them!);;;Достаточно, чтобы создать часы!
Master Copper Miner;;;Помешанный на меди
Mine enough copper to make a stack of Copper Blocks;;;Добудьте достаточно меди, чтобы сделать стак медных блоков.
Strike a Light;;;Зажги свет
Craft Flint and Steel and use it to light the ground on fire;;;Создайте зажигалку и используйте её, чтобы поджечь землю
Wax On;;;Когда воск нужен
Use Honeycombs to wax a Copper Block, preventing it from oxidising;;;Используйте пчелиные соты для обработки медного блока, чтобы предотвратить его окисление.
Caves & Cliffs;;;Пещеры и скалы
Free fall from the top of the world (build limit) to the bottom of the world and survive;;;Преодолейте расстояние от самой верхней точки до самой нижней и выживите
Lapis Lazuli Miner;;;Помешанность на чарах
Mine enough lapis lazuli to craft a stack of lapis lazuli blocks;;;Добудьте достаточно лазурита и создайте стак лазуритовых блоков
Particle Fan;;;Вентилятор частиц
Obtain a Spore Blossom;;;Заполучите спороцвет
Shriek Forever After;;;Вскрик навеки
Trigger a Sculk Shrieker in the Deep Dark. Might not want to do that too many more times…;;;Задеть Скалк Крикуна в глубокой темноте. Возможно, не стоит делать это слишком часто...
Heart of Darkness;;;Сердце тьмы
Submerge yourself in complete darkness;;;Погрузитесь в кромешную темноту
Galileo Figaro;;;Галилей Фигаро
Zoom in on something using a Spyglass;;;Посмотрите в подзорной трубы
The way to spawn;;;Дорога к спавну
Craft a compass in case you forgot where spawn is;;;Создайте компас на тот случай, если Вы потеряетесь
Budget Channeling;;;Направление бюджета
Craft a Lightning Rod using Copper Ingots;;;Создайте громоотвод из медных слитков
Eeuuwww!;;;Фу-у-у-у-у!
Get stuck in a cobweb;;;Застряньте в паутине
Meet The Flintstones;;;Один из Флинтстоунов
Dig up some flint from a patch of gravel;;;Получите кремень из гравия
Oresome!;;;Рудное дело
Mine a stack of every ore block;;;Добудьте по стаку каждой руды
Tuff Stuff;;;Туф
Mine some Tuff in the deep underground;;;Добудьте немного туфа в подземной пещере
Stone Age;;;Каменный век
Mine stone with your new pickaxe;;;Сломайте камень Вашей новой киркой
Master Iron Miner;;;Железная выдержка
Mine enough iron to make a stack of iron blocks;;;Добудьте достаточно железа и создайте стак железных блоков
It spreads!;;;Оно распространяется!
Kill a mob near a Sculk Catalyst;;;Убейте моба возле Скалк катализатора
Lucky Break;;;О, повезло, повезло!
Survive a long fall with just a sliver of health remaining;;;Выжить при падении с высоты 15 метров и более, с максимум 2 очками здоровья
Hot Stuff;;;Точка кипения
Fill a bucket with lava;;;Наполните ведро лавой
Mineral Collection;;;Коллекция минералов
Craft every type of mineral block;;;Создайте блок из каждого типа руд
This is Mine Now!;;;Хитропопый шахтёр
Find an abandoned mineshaft that was not dug out by you;;;Найдите заброшенную шахту
Master Coal Miner;;;Угольный бизнес
Mine enough coal to make a stack of coal blocks;;;Добудьте достаточно угля и создайте стак угольных блоков
Redstone Miner;;;Сила редстоуна
Mine enough redstone to craft a stack of redstone blocks;;;Добудьте достаточно редстоуна и создайте стак блоков редстоуна
Wax Off;;;Когда воск не нужен
Use an axe to scrape wax off of a Copper Block;;;Используйте топор, чтобы счистить воск с медного блока.
That's the point!;;;В этом-то и дело!
Obtain some Pointed Dripstone from a Dripstone Cave;;;Добудьте немного капельников в карстовой пещеры.
Sneak 100;;;Пронести 100
Sneak near something in the Deep Dark to prevent being heard;;;Прокрадитесь рядом с чем-нибудь в кромешной тьме, чтобы не быть услышанным
Dungeons and Spawners;;;Данжи и спавнеры
Open a chest in a dungeon deep underground;;;Откройте сундук в сокровищнице глубоко под поверхностью
The Mistake!;;;Большая ошибка!
Put Mending on a piece of golden armor and realise what you are doing in life;;;Примените зачарование «Починка» к части золотой брони, а затем осознайте, какую глупость Вы сделали
Blind as a Bat;;;Слепой как летучая мышь
Kill a Bat while under the blindness or darkness effect;;;Убейте летучую мышь, находясь под действием эффекта слепоты или темноты
Diamond Clad;;;Бриллиантовый костюм
A full suit of diamond armor saves even more lives;;;Полный комплект алмазной брони спасает даже больше жизней
Sly Copper: The Copper Heist;;;Хитрая медь: Ограбление меди
Collect a stack of every oxidizing stage of Copper Block, Cut Copper, Cut Copper Slabs and Stairs, and the waxed variants of them all;;;Соберите по стаку все этапы окисления: медный блок, резной медный блок, резные медные плиты и ступеньки, а также их все вощеные варианты.
MOAR Broken Tools;;;БОЛЬШЕ сломанных предметов
Break every single tool and weapon in the game;;;Сломайте каждый инструмент и оружие в игре
Getting an Upgrade;;;Обновка!
Construct a better pickaxe;;;Сделайте кирку попрочней
Fallen Kingdom;;;Павшее королевство
Find and enter an Ancient City deep underground;;;Найдите и войдите в Древний город глубоко под землей
Iron Miner;;;Железодобытчик
Mine a stack of Raw Iron;;;Добудьте стак необработанной железной руды
Surge Protector;;;Защита от напряжения
Protect a villager from an undesired shock without starting a fire;;;Защитите жителя от нежелательного удара молнии, чтобы не начался пожар
Curses!;;;Проклятия!
Obtain both types of curses;;;Заполучите оба зачарования с проклятиями
Enchanting;;;Чародейство
Newton's Flaming Laser Sword;;;Лазерный пылающий меч Ньютона
Have a diamond sword with Fire Aspect II;;;Заполучите алмазный меч с зачарованием «Заговор огня II»
Very Very Frightening;;;Молниеносный удар
Strike a Villager with lightning;;;Запустите в крестьянина молнию
Bane of one-shotting spiders;;;Бич пауков
Obtain Bane of Arthropods V;;;Заполучите зачарование «Бич членистоногих V»
Heavy Metal;;;Хэви-метал
Craft an anvil;;;Создайте наковальню
A rather pointy fence post;;;Неплохо заострённая палка
Enchant a wooden sword with Sharpness V. Not really the best weapon, but it could be a minor annoyance to someone;;;Зачаруйте деревянный меч на «Остроту V». Не самое лучшее оружие, но может послужить небольшим раздражителем для кого-нибудь
Fiery;;;Пламенный привет
Obtain every fire related enchantment;;;Заполучите каждое зачарование, которое касается огня
Overkill;;;Смертельный удар
Deal eight hearts of damage in a single melee blow;;;Нанести восемь сердец урона одним ударом
Master Miner;;;Удостоенный шахтёр
Create a pickaxe with all possible enchantments at max level;;;Создайте идеальную кирку со всеми возможными зачарованиями максимального уровня
Unbreakable;;;Неразрушимость
Obtain Mending on an item;;;Заполучите зачарование «Починка»
Bow down to me!;;;Поклонись мне!
Obtain Power V;;;Заполучите зачарование «Сила V»
Handmade Blinding;;;Самоослепление
Wear a carved pumpkin enchanted with Curse of Binding;;;Наденьте вырезанную тыкву, зачарованную на «Проклятие несъёмности»
Arbalistic;;;Пронзительный выстрел
Kill five unique mobs with one crossbow shot;;;Убейте пять мобов одним выстрелом арбалета
Magical Stockpile;;;Магический запас
Obtain a full stack of bottles of enchanting;;;Заполучите стак пузырьков опыта
Master Enchanter;;;Опытный чародей
Obtain every enchantment at their max level throughout your enchanting career;;;Заполучите каждое зачарование максимального уровня, доступное в игре
Silent But Deadly;;;Тихий, но смертельный
Sneak and sprint on sculk with Speed II while wearing Swift Sneak III leggings. Try saying that six times swiftly;;;Подкрадывайтесь и бегайте по Скалку со скоростью II, надев поножи на Проворство III. Попробуйте произнести это шесть раз быстро
God of Thunder;;;Бог грома
Name your Trident with Loyalty III and Channeling 'Mjolnir';;;Назовите свой трезубец «Mjolnir», будучи зачарованным на «Верность III» и «Громовержец»
Gotta Go Fast!;;;Нужно спешить!
Obtain the Soul Speed enchantment from a Bastion or bartering with Piglins;;;Заполучите зачарование «Скорость души» в бастионе или во время обмена с пиглинами
Master Arbalist;;;Заклинатель арбалетов
Create a crossbow with all possible enchantments at max level;;;Создайте арбалет со всеми возможными зачарованиями наивысшего уровня
Master Sniper;;;Талантливый лучник
Create a bow with all possible enchantments at max level;;;Создайте идеальный лук со всеми возможными зачарованиями максимального уровня
Fortunate Son;;;Дитя фортуны
Obtain Fortune III;;;Заполучите зачарование «Удача III»
Boomerang;;;Бумеранг
Turn your trident into a boomerang by getting Loyalty on it;;;Заполучите трезубец с зачарованием «Верность»
Master Digger;;;Мастерский копатель
Create a shovel with all possible enchantments at max level;;;Создайте идеальную лопату со всеми возможными зачарованиями максимального уровня
Complete Enchanter;;;Повелитель заклинаний
Obtain every enchantment throughout your enchanting career;;;Заполучите каждое зачарование, доступное в игре
Over-Overkill;;;Чрезмерное убийство
Deal sixteen hearts of damage in a single melee blow;;;Нанести 16 сердец урона одним ударом
Like a Cat;;;Подобно коту
Obtain boots enchanted with Feather Falling;;;Заполучите ботинки с зачарованием «Невесомость»
Pick Like Silk;;;Прям не кирка, а пёрышко
Use a Silk Touch enchanted pickaxe to obtain diamond ore as a block;;;Используйте кирку с зачарованием «Шёлковое касание», чтобы добыть алмазную руду
Master Armorer;;;Одарённый кузнец
Create a full suit of armor with all possible enchantments at max level;;;Создайте идеальный комплект брони со всеми возможными зачарованиями максимального уровня
Armor for the masses;;;Броню в массы!
Obtain every protection related enchantment;;;Заполучите каждое зачарование, которое касается защиты
Master Axeman;;;Мастерский лесничий
Create an axe with all possible enchantments at max level;;;Создайте идеальный топор со всеми возможными зачарованиями максимального уровня
Librarian;;;Библиотекарь
Build some bookshelves for your enchanting table;;;Смастерите несколько книжных полок для своего стола зачарования
Master Fisher;;;Закалённый рыбак
Create a fishing rod with all possible enchantments at max level;;;Создайте идеальную удочку со всеми возможными зачарованиями максимального уровня
Knocking Your Socks Off;;;Незваный гость
Obtain Knockback and Punch enchantments;;;Заполучите зачарования «Отдача» и «Откидывание»
Do A Barrel Roll!;;;Сделать бочку
Use Riptide to give yourself a boost;;;Используйте «Тягун», чтобы ускориться
I'll be back;;;Я вернусь
Name your bow 'Terminator';;;Назовите свой лук «Terminator»
To Infinity And Beyond!;;;Бесконечность не предел!
Obtain Infinity on a bow;;;Заполучите зачарование «Бесконечность» для лука
Master Tridenteer;;;Истинный Посейдон
Create a trident with all possible enchantments at max level;;;Создайте идеальный трезубец со всеми возможными зачарованиями максимального уровня
Shotbow;;;Тройной выстрел
Shoot three arrows at once with a crossbow;;;Выстрелите тремя стрелами за раз из арбалета
Needle Sharp;;;Острое лезвие
Obtain Sharpness V;;;Заполучите зачарование «Острота V»
Baron of Blacksmiths;;;Барон кузнецов
Get a stack of regular, chipped and damaged Anvils;;;Получите по стаку обычных, повреждённых и разбитых наковален
Let It Go!;;;Иисус
Using Frost Walker boots, walk on frozen water over a deep ocean;;;Прогуляйтесь в ботинках с зачарованием «Ледоход» над глубоким океаном
Master Knight;;;Неповторимый воин
Create a sword with all possible enchantments at max level;;;Создайте идеальный меч со всеми возможными зачарованиями максимального уровня
Scuba Gear;;;Костюм для дайвинга
Obtain every water related enchantment;;;Заполучите каждое зачарование, которое касается воды
This name sounds cooler;;;Это звучит круче
Name your Diamond Sword 'Diamond Edge';;;Назовите свой алмазный меч «Diamond Edge»
Master Farmer;;;Счастливый фермер
Create a hoe with all possible enchantments at max level;;;Создайте идеальную мотыгу со всеми возможными зачарованиями максимального уровня
Undead Slayer;;;Истребитель мёртвых
Obtain Smite V;;;Заполучите зачарование «Небесная кара V»
Super Efficient;;;Суперэффективность
Obtain Efficiency V;;;Заполучите зачарование «Эффективность V»
Machine Bow;;;Лук-машина
Fire a crossbow as rapidly as possible;;;Стреляйте из арбалета как можно быстрее
Zeus;;;Зевс
Obtain Channeling on a trident;;;Заполучите трезубец с зачарованием «Громовержец»
Like a Ninja;;;Как ниндзя
Find the Swift Sneak enchantment on an Enchanted Book in an Ancient City;;;Найдите зачарование проворство на зачарованной книге в Древнем городе
Dogfight;;;Бой года
Kill a Skeleton or Stray while both you and it have levitation;;;Убейте скелета или зимогора, пока у Вас и у него левитация
The End;;;Конец…
Portable Storage;;;Портативное хранилище
Use shulker shells to craft a shulker box;;;Используйте панцирь шалкера для создания шалкерового ящика
Off With His Head!;;;Заслуженный трофей
Collect a dragon's head from the bow of an end ship;;;Соберите голову дракона с носовой части эндер-корабля.
The Void Frogs;;;Лягушки пустоты
Lower a Frog into the void using a Slow Falling potion, then kill it so it becomes one with the void;;;Опустите лягушку в пустоту с помощью зелья замедленного падения, затем убейте ее, чтобы она стала единым целым с пустотой
Rocketman;;;Человек-ракета
Fill your inventory with full stacks of firework rockets;;;Заполните весь Ваш инвентарь стаками фейерверков
Free the End;;;Освободите измерение Энд
Good luck;;;Удачи!
A Wizard’s Breakfast;;;Волшебный завтрак
Eat a stack of Chorus Fruit in one go;;;Съешьте стак плодов хоруса за один раз
Organizational Wizard;;;Организационный мастер
Name a Shulker Box 'Blocks' for storing your blocks;;;Назовите шалкеровый ящик «Blocks» для хранения блоков
The End... Again;;;Дежавю
Respawn the Ender Dragon;;;Возродите Эндер-дракона
Unending Hell;;;Бесконечный ад
Travel directly from the End to the Nether;;;Путешествуйте прямо из Края в Ад.
The Next Generation;;;Новое поколение
Hold the Dragon Egg;;;Подберите яйцо дракона
The City at the End of the Game;;;Будь как дома, путник
Go on in, what could happen?;;;Зайдите в город измерения Энд, ведь что тут может случиться?
Void Walker;;;Исследователь пустоши
Explore every end biome;;;Исследуйте каждый биом измерения Энд
For Mother, Clarence;;;Быть сильным
Kill a shulker;;;Убейте шалкера
End Bricks!;;;Эндерняковые кирпичи!
Craft end bricks from end stone;;;Создайте кирпичи из эндерняка
Extrabiologist;;;Биолог
Plant a chorus plant in the overworld for study;;;Посадите плод коруса в обычном мире ради науки
